episode,speaker,content,addressee
"Friendship is Magic, part 2",Twilight Sparkle,"Pinkie, what are you doing?! Run!",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"Oh girls, don't you see?",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,When I was a little filly and the sun was going down...,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,Tell me she's not...,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"The darkness and the shadows, they would always make me frown...",Rarity
"Friendship is Magic, part 2",Rarity,She is.,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,I'd hide under my pillow From what I thought I saw But Granny Pie said that wasn't the way To deal with fears at all,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Then what is?,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"She said, ""Pinkie, you gotta stand up tall Learn to face your fears You'll see that they can't hurt you Just laugh to make them disappear.""",Others
"Friendship is Magic, part 2",Others,Ha! Ha! Ha!,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"So, giggle at the ghostly Guffaw at the grossly Crack up at the creepy Whoop it up with the weepy Chortle at the kooky Snortle at the spooky",Others
"Friendship is Magic, part 2",Others,And tell that big dumb scary face to take a hike and leave you alone and if he thinks he can scare you then he's got another thing coming and the very idea of such a thing just makes you wanna... hahahaha... heh...,Others
"Friendship is Magic, part 2",Others,Laaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauuuugh!,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,How are we gonna cross this?,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,Huh?,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,"What a world, what a world.",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Excuse me, sir. Why are you crying?",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,"Oh, give me a break.",Applejack
"Friendship is Magic, part 2",Applejack,That's what all the fuss is about?,Rarity
"Friendship is Magic, part 2",Rarity,"Why, of course it is. How can you be so insensitive? Oh, just look at him. Such lovely luminescent scales.",Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,I know.,Rarity
"Friendship is Magic, part 2",Rarity,And your expertly coiffed mane.,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,"Oh, I know, I know.",Rarity
"Friendship is Magic, part 2",Rarity,Your fabulous manicure.,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,It's so true!,Rarity
"Friendship is Magic, part 2",Rarity,All ruined without your beautiful mustache.,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,"It's true, I'm hideous!",Rarity
"Friendship is Magic, part 2",Rarity,I simply cannot let such a crime against fabulosity go uncorrected.,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,What did you do that for?,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Rarity, what are you-",Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,Oh-hohohoho! My mustache. How wonderful.,Rarity
"Friendship is Magic, part 2",Rarity,You look smashing.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Oh, Rarity, your beautiful tail...",Rarity
"Friendship is Magic, part 2",Rarity,"Oh. It's fine, my dear. Short tails are in this season. Besides, it'll grow back.",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,So would the mustache.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,We can cross now. Let's go. Ah!,Steven Magnet
"Friendship is Magic, part 2",Steven Magnet,Allow me.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"There it is, the ruin that holds The Elements of Harmony. We made it!",Applejack
"Friendship is Magic, part 2",Applejack,"Twilight, wait for us!",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,We're almost there. Whoa!,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,What's with you and falling off cliffs today?,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,Now what?,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Duh.,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,Oh yeah.,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,Rainbow...,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Who's there?,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,Rainbow...,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,I ain't scared of you! Show yourself!,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,We've been eagerly awaiting the arrival of the best flyer in Equestria.,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Who?,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,"Why, you, of course.",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,"Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever.",Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,"No, Rainbow Dash. We want you to join us, The Shadowbolts. We're the greatest aerial team in the Everfree Forest, and soon we will be the greatest in all Equestria, but first, we need a captain. The most magnificent-",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Yep.,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,Swiftest-,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Yes.,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,Bravest flyer in all the land.,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,"Yes, it's all true.",Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,We need... you.,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal.,Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,No! It's them or us.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them.",Shadowbolt Leader
"Friendship is Magic, part 2",Shadowbolt Leader,Well?,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,"You... Thank you! For the offer, I mean, but I'm afraid I have to say no.",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,See? I'd never leave my friends hangin'.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,Whoa.,Applejack
"Friendship is Magic, part 2",Applejack,"Come on, Twilight. Isn't this what you've been waitin' for?",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"The Elements of Harmony, we've found them. Careful, careful!",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"One, two, three, four... There's only five!",Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Where's the sixth?,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"The book said: when the five are present, a spark will cause the sixth Element to be revealed.",Applejack
"Friendship is Magic, part 2",Applejack,What in the hay is that supposed to mean?,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"I'm not sure, but I have an idea. Stand back. I don't know what will happen.",Applejack
"Friendship is Magic, part 2",Applejack,"Come on now, y'all. She needs to concentrate.",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,Aah!,Everypony
"Friendship is Magic, part 2",Everypony,Twilight!,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,The Elements!,Applejack
"Friendship is Magic, part 2",Applejack,"Twilight, where are you?",Rarity
"Friendship is Magic, part 2",Rarity,Look!,Applejack
"Friendship is Magic, part 2",Applejack,Come on!,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,Hmph!,Nightmare Moon
"Friendship is Magic, part 2",Nightmare Moon,"You're kidding. You're kidding, right?",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Just one spark. Come on, come on. Aah!",Nightmare Moon
"Friendship is Magic, part 2",Nightmare Moon,"No, no!",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,But... where's the sixth Element?!,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here.",Nightmare Moon
"Friendship is Magic, part 2",Nightmare Moon,What?,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us.",Nightmare Moon
"Friendship is Magic, part 2",Nightmare Moon,You still don't have the sixth Element! The spark didn't work!,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!",Nightmare Moon
"Friendship is Magic, part 2",Nightmare Moon,Nooo! Nooo!,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,"Ugh, my head.",Applejack
"Friendship is Magic, part 2",Applejack,Everypony okay?,Rarity
"Friendship is Magic, part 2",Rarity,"Oh, thank goodness.",Fluttershy
"Friendship is Magic, part 2",Fluttershy,"Why Rarity, it's so lovely.",Rarity
"Friendship is Magic, part 2",Rarity,I know! I'll never part with it again.,Fluttershy
"Friendship is Magic, part 2",Fluttershy,No. Your necklace. It looks just like your cutie mark.,Rarity
"Friendship is Magic, part 2",Rarity,What? Ooh. So does yours.,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,Look at mine! Look at mine!,Rainbow Dash
"Friendship is Magic, part 2",Rainbow Dash,Aw yeah.,Applejack
"Friendship is Magic, part 2",Applejack,"Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship.",Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,Indeed you do.,Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,Princess Celestia.,Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"Twilight Sparkle, my faithful student. I knew you could do it.",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,But... you told me it was all an old pony tale.,Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!",Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister.",Twilight Sparkle and Rainbow Dash
"Friendship is Magic, part 2",Twilight Sparkle and Rainbow Dash,Sister?,Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,Will you accept my friendship?,Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,Whoa!,Princess Luna
"Friendship is Magic, part 2",Princess Luna,"I'm so sorry! I missed you so much, big sister!",Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"I've missed you, too.",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"Hey, you know what this calls for?",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,A party!,Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"That's just it. Just when I learned how wonderful it is to have friends, I have to leave them.",Princess Celestia
"Friendship is Magic, part 2",Princess Celestia,"Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville.",Twilight Sparkle
"Friendship is Magic, part 2",Twilight Sparkle,"Oh thank you, Princess Celestia! I'll study harder than ever before.",Pinkie Pie
"Friendship is Magic, part 2",Pinkie Pie,"Isn't this exciting? Are you excited cause I'm excited I've never been so excited, well, except for the time that I went but I mean really-",nobody
The Ticket Master,Twilight Sparkle,"No problem at all, Applejack. I'm glad the goal is lunchtime. All this hard work is making me hungry.",Spike
The Ticket Master,Spike,"I know, right?",Twilight Sparkle
The Ticket Master,Twilight Sparkle,"Ooh-wee, Spike. You've been lounging on my back all morning while we worked.",Spike
The Ticket Master,Spike,"Exactly. You two are taking so long, I missed snack-time.",Twilight Sparkle
The Ticket Master,Twilight Sparkle,"Eh, I guess we better get some food.",Spike
The Ticket Master,Spike,Nope. Worm. A-ha!,Twilight Sparkle
The Ticket Master,Twilight Sparkle,"Oh Spike, that looks delicious.",Twilight Sparkle
The Ticket Master,Twilight Sparkle,Spike.,Twilight Sparkle
The Ticket Master,Twilight Sparkle,It's a letter from Princess Celestia.,Spike
The Ticket Master,Spike,"Hear ye, hear ye. Her Grand Royal Highness, Princess Celestia of Equestria, is pleased to announce the Grand Galloping Gala to be held in the magnificent capital city of Canterlot, on the 21st day of, eh, yadda yadda yadda, cordially extends an invitation to Twilight Sparkle plus one guest.",Applejack and Twilight Sparkle
