episode,speaker,content
"Friendship is Magic, part 2",Shadowbolt Leader,Rainbow...
"Friendship is Magic, part 2",Rainbow Dash,I ain't scared of you! Show yourself!
"Friendship is Magic, part 2",Shadowbolt Leader,We've been eagerly awaiting the arrival of the best flyer in Equestria.
"Friendship is Magic, part 2",Rainbow Dash,Who?
"Friendship is Magic, part 2",Shadowbolt Leader,"Why, you, of course."
"Friendship is Magic, part 2",Rainbow Dash,"Really?! I mean... Oh yeah, me. Hey, uh, you wouldn't mind telling the Wonderbolts that, would ya? 'cause I've been trying to get into that group for like, ever."
"Friendship is Magic, part 2",Shadowbolt Leader,"No, Rainbow Dash. We want you to join us, The Shadowbolts. We're the greatest aerial team in the Everfree Forest, and soon we will be the greatest in all Equestria, but first, we need a captain. The most magnificent-"
"Friendship is Magic, part 2",Rainbow Dash,Yep.
"Friendship is Magic, part 2",Shadowbolt Leader,Swiftest-
"Friendship is Magic, part 2",Rainbow Dash,Yes.
"Friendship is Magic, part 2",Shadowbolt Leader,Bravest flyer in all the land.
"Friendship is Magic, part 2",Rainbow Dash,"Yes, it's all true."
"Friendship is Magic, part 2",Shadowbolt Leader,We need... you.
"Friendship is Magic, part 2",Rainbow Dash,WOOHOO! Sign me up. Just let me tie this bridge real quick and then we have a deal.
"Friendship is Magic, part 2",Shadowbolt Leader,No! It's them or us.
"Friendship is Magic, part 2",Twilight Sparkle,"Rainbow, what's taking so long? Oh no. Rainbow! Don't listen to them."
"Friendship is Magic, part 2",Shadowbolt Leader,Well?
"Friendship is Magic, part 2",Rainbow Dash,"You... Thank you! For the offer, I mean, but I'm afraid I have to say no."
"Friendship is Magic, part 2",Rainbow Dash,See? I'd never leave my friends hangin'.
"Friendship is Magic, part 2",Twilight Sparkle,Whoa.
"Friendship is Magic, part 2",Applejack,"Come on, Twilight. Isn't this what you've been waitin' for?"
"Friendship is Magic, part 2",Twilight Sparkle,"The Elements of Harmony, we've found them. Careful, careful!"
"Friendship is Magic, part 2",Pinkie Pie,"One, two, three, four... There's only five!"
"Friendship is Magic, part 2",Rainbow Dash,Where's the sixth?
"Friendship is Magic, part 2",Twilight Sparkle,"The book said: when the five are present, a spark will cause the sixth Element to be revealed."
"Friendship is Magic, part 2",Applejack,What in the hay is that supposed to mean?
"Friendship is Magic, part 2",Twilight Sparkle,"I'm not sure, but I have an idea. Stand back. I don't know what will happen."
"Friendship is Magic, part 2",Applejack,"Come on now, y'all. She needs to concentrate."
"Friendship is Magic, part 2",Twilight Sparkle,Aah!
"Friendship is Magic, part 2",Everypony,Twilight!
"Friendship is Magic, part 2",Twilight Sparkle,The Elements!
"Friendship is Magic, part 2",Applejack,"Twilight, where are you?"
"Friendship is Magic, part 2",Rarity,Look!
"Friendship is Magic, part 2",Applejack,Come on!
"Friendship is Magic, part 2",Twilight Sparkle,Hmph!
"Friendship is Magic, part 2",Nightmare Moon,"You're kidding. You're kidding, right?"
"Friendship is Magic, part 2",Twilight Sparkle,"Just one spark. Come on, come on. Aah!"
"Friendship is Magic, part 2",Nightmare Moon,"No, no!"
"Friendship is Magic, part 2",Twilight Sparkle,But... where's the sixth Element?!
"Friendship is Magic, part 2",Twilight Sparkle,"You think you can destroy The Elements of Harmony just like that? Well, you're wrong, because the spirits of The Elements of Harmony are right here."
"Friendship is Magic, part 2",Nightmare Moon,What?
"Friendship is Magic, part 2",Twilight Sparkle,"Applejack, who reassured me when I was in doubt, represents the spirit of... honesty! Fluttershy, who tamed the manticore with her compassion, represents the spirit of... kindness! Pinkie Pie, who banished fear by giggling in the face of danger, represents the spirit of... laughter! Rarity, who calmed a sorrowful serpent with a meaningful gift represents the spirit of... generosity! And Rainbow Dash, who could not abandon her friends for her own heart's desire represents the spirit of... loyalty! The spirits of these five ponies got us through every challenge you threw at us."
"Friendship is Magic, part 2",Nightmare Moon,You still don't have the sixth Element! The spark didn't work!
"Friendship is Magic, part 2",Twilight Sparkle,"But it did! A different kind of spark. I felt it the very moment I realized how happy I was to hear you, to see you, how much I cared about you. The spark ignited inside me when I realized that you all... are my friends! You see, Nightmare Moon, when those Elements are ignited by the... the spark, that resides in the heart of us all, it creates the sixth element: the element of... magic!"
"Friendship is Magic, part 2",Nightmare Moon,Nooo! Nooo!
"Friendship is Magic, part 2",Rainbow Dash,"Ugh, my head."
"Friendship is Magic, part 2",Applejack,Everypony okay?
"Friendship is Magic, part 2",Rarity,"Oh, thank goodness."
"Friendship is Magic, part 2",Fluttershy,"Why Rarity, it's so lovely."
"Friendship is Magic, part 2",Rarity,I know! I'll never part with it again.
"Friendship is Magic, part 2",Fluttershy,No. Your necklace. It looks just like your cutie mark.
"Friendship is Magic, part 2",Rarity,What? Ooh. So does yours.
"Friendship is Magic, part 2",Pinkie Pie,Look at mine! Look at mine!
"Friendship is Magic, part 2",Rainbow Dash,Aw yeah.
"Friendship is Magic, part 2",Applejack,"Gee, Twilight! I thought you were just spoutin' a lot of hooey, but I reckon we really do represent the elements of friendship."
"Friendship is Magic, part 2",Princess Celestia,Indeed you do.
"Friendship is Magic, part 2",Twilight Sparkle,Princess Celestia.
"Friendship is Magic, part 2",Princess Celestia,"Twilight Sparkle, my faithful student. I knew you could do it."
"Friendship is Magic, part 2",Twilight Sparkle,But... you told me it was all an old pony tale.
"Friendship is Magic, part 2",Princess Celestia,"I told you that you needed to make some friends, nothing more. I saw the signs of Nightmare Moon's return, and I knew it was you who had the magic inside to defeat her, but you could not unleash it until you let true friendship into your heart. Now if only another will as well. Princess Luna!"
"Friendship is Magic, part 2",Princess Celestia,"It has been a thousand years since I have seen you like this. Time to put our differences behind us. We were meant to rule together, little sister."
"Friendship is Magic, part 2",Twilight Sparkle and Rainbow Dash,Sister?
"Friendship is Magic, part 2",Princess Celestia,Will you accept my friendship?
"Friendship is Magic, part 2",Pinkie Pie,Whoa!
"Friendship is Magic, part 2",Princess Luna,"I'm so sorry! I missed you so much, big sister!"
"Friendship is Magic, part 2",Princess Celestia,"I've missed you, too."
"Friendship is Magic, part 2",Pinkie Pie,"Hey, you know what this calls for?"
"Friendship is Magic, part 2",Pinkie Pie,A party!
"Friendship is Magic, part 2",Princess Celestia,"Why so glum, my faithful student? Are you not happy that your quest is complete and you can return to your studies in Canterlot?"
"Friendship is Magic, part 2",Twilight Sparkle,"That's just it. Just when I learned how wonderful it is to have friends, I have to leave them."
"Friendship is Magic, part 2",Princess Celestia,"Spike, take a note, please. I, Princess Celestia, hereby decree that the unicorn Twilight Sparkle shall take on a new mission for Equestria. She must continue to study the magic of friendship. She must report to me her findings from her new home in Ponyville."
"Friendship is Magic, part 2",Twilight Sparkle,"Oh thank you, Princess Celestia! I'll study harder than ever before."
"Friendship is Magic, part 2",Pinkie Pie,"Isn't this exciting? Are you excited cause I'm excited I've never been so excited, well, except for the time that I went but I mean really-"
The Ticket Master,Twilight Sparkle,"No problem at all, Applejack. I'm glad the goal is lunchtime. All this hard work is making me hungry."
The Ticket Master,Spike,"I know, right?"
The Ticket Master,Twilight Sparkle,"Ooh-wee, Spike. You've been lounging on my back all morning while we worked."
The Ticket Master,Spike,"Exactly. You two are taking so long, I missed snack-time."
The Ticket Master,Twilight Sparkle,"Eh, I guess we better get some food."
The Ticket Master,Spike,Nope. Worm. A-ha!
The Ticket Master,Twilight Sparkle,"Oh Spike, that looks delicious."
The Ticket Master,Twilight Sparkle,Spike.
The Ticket Master,Twilight Sparkle,It's a letter from Princess Celestia.
The Ticket Master,Spike,"Hear ye, hear ye. Her Grand Royal Highness, Princess Celestia of Equestria, is pleased to announce the Grand Galloping Gala to be held in the magnificent capital city of Canterlot, on the 21st day of, eh, yadda yadda yadda, cordially extends an invitation to Twilight Sparkle plus one guest."
The Ticket Master,Applejack and Twilight Sparkle,The Grand Galloping Gala!
The Ticket Master,Applejack,Woo-hoo!
The Ticket Master,Spike,"Look, two tickets."
The Ticket Master,Twilight Sparkle,"Wow, great! I've never been to the gala. Have you, Spike?"
The Ticket Master,Spike,"No, and I plan to keep it that way. I don't want any of that girly frilly frou-frou nonsense."
The Ticket Master,Twilight Sparkle,"Aw, come on Spike. A dance would be nice."
The Ticket Master,Applejack,"Nice? It's a heap good more than just nice. I'd love to go. Land sakes, if I had an apple stand set up, ponies would be chowin' our tasty vittles 'til the cows came home. Do you have any idea how much business I could drum up for Sweet Apple Acres? Why, with all that money, we could do a heap of fixin' up 'round here. We could replace that saggy old roof, and Big McIntosh could replace that saggy old plow, and Granny Smith could replace that saggy old hip."
The Ticket Master,Applejack,"Why, I'd give my left hind leg to go to that gala."
The Ticket Master,Twilight Sparkle,"Oh, well in that case, would you like to--"
The Ticket Master,Rainbow Dash,Whoa! Ugh. Are we talking about the Grand Galloping Gala?
The Ticket Master,Applejack,Rainbow Dash. You told me you were too busy to help me harvest apples. What were you busy doing? Spyin'?
The Ticket Master,Rainbow Dash,"No, I was busy napping, and I just happened to hear that you have an extra ticket?"
The Ticket Master,Twilight Sparkle,"Yeah, but--"
The Ticket Master,Rainbow Dash,"YES! This is so awesome. The Wonderbolts perform at the Grand Galloping Gala every year. I can see it now. Everyone would be watching the sky. Their eyes riveted on the Wonderbolts, but then in would fly Rainbow Dash!"
The Ticket Master,Rainbow Dash,I would draw their attention with my Super Speed Strut.
The Ticket Master,Rainbow Dash,"Then, I would mesmerize 'em with my Fantastic Filly Flash. And for my grand finale, the Buccaneer Blaze! The ponies would go wild!"
The Ticket Master,Rainbow Dash,"The Wonderbolts would insist that my signature moves be incorporated into their routine, and then welcome me as their newest member."
The Ticket Master,Applejack,Hold on just one pony pickin' minute here. I asked for that ticket first.
The Ticket Master,Rainbow Dash,So? That doesn't mean you own it.
The Ticket Master,Applejack,"Oh, yeah? Well I challenge you to a hoof-wrestle. Winner gets the ticket."
The Ticket Master,Twilight Sparkle,"Girls, these are my tickets, I'll decide who gets it, thank you very much. Whoever has the best reason to go should get the ticket, don't you think?"
The Ticket Master,Applejack,Drummin' up business for the farm?
The Ticket Master,Rainbow Dash,A chance to audition for the Wonderbolts?
The Ticket Master,Applejack,Money t' fix Granny's hip.
The Ticket Master,Rainbow Dash,Living the dream.
The Ticket Master,Twilight Sparkle,"Oh my, those were all pretty good reasons, aren't they? Listen to that, I am starving. I don't know about you, but I can't make important decisions on an empty stomach, so I'll, uh, think about it over lunch and get back to you two, okay?"
The Ticket Master,Spike,"So, who you gonna give the ticket to, Twilight?"
The Ticket Master,Twilight Sparkle,"I don't know Spike, but I really can't think straight when I'm hungry, so where should we eat?"
The Ticket Master,Pinkie Pie,"Gah! Bats! Bats on my face! Help! Wait, these aren't... tickets to the Grand Galloping Gala?! It's the most amazing incredible tremendous super-fun wonderful terrifically humongous party in all of Equestria! I've always always always wanted to go!"
The Ticket Master,Pinkie Pie,Oh the Grand Galloping Gala is the best place for me Oh the Grand Galloping Gala is the best place for me Hip hip Hooray! It's the best place for me For Pinkie...
The Ticket Master,Pinkie Pie,With decorations like streamers and fairy-lights and pinwheels and pi<f1>atas and pin-cushions. With goodies like sugar cubes and sugar canes and sundaes and sun-beams and sarsaparilla. And I get to play my favorite-est of favorite fantabulous games like Pin the Tail on the Pony!
The Ticket Master,Pinkie Pie,Oh the Grand Galloping Gala is the best place for me Oh the Grand Galloping Gala is the best place for me 'Cause it's the most galarrific superly-terrific gala ever In the whole galaxy Wheee!!
The Ticket Master,Pinkie Pie,"Oh thank you, Twilight, it's the most wonderful-est gift ever."
The Ticket Master,Twilight Sparkle,"Um, actually--"
The Ticket Master,Rarity,Are these what I think they are?
The Ticket Master,Twilight Sparkle,Uh--
The Ticket Master,Pinkie Pie,"Yes, yes, yes! Twilight's taking me to the Grand Galloping Gala in Canterlot."
